Country,Year,Month,Date,Population_Millions,GDP_Billion_USD,GDP_Per_Capita_USD,CO2_Emissions_Million_Tons,Carbon_Footprint_Per_Capita_Tons,Air_Quality_Index_Avg,Waste_Recycling_Rate_Percentage,Deforestation_Rate_Hectares_Per_Year,Total_Energy_Consumption_TWh,Renewable_Energy_Share_Percentage,Solar_Generation_TWh,Wind_Generation_TWh,Hydro_Generation_TWh,Other_Renewable_Generation_TWh,Fossil_Fuel_Generation_TWh,Installed_Renewable_Capacity_GW,EV_Sales_Percentage_of_New_Cars,Green_Policy_Strength_Index,Policy_Count_Last_5_Yrs,Investment_in_Renewables_Billion_USD,Renewable_Energy_Subsidies_Billion_USD,Green_Jobs_Created,Average_Electricity_Price_USD_per_kWh,Green_Marketing_Spend_Per_Capita_USD,Public_Green_Awareness_Score,Sustainability_Score
Germany,2025,11,2025-11-01,82.0,4367.882,52953.12,506.644,6.76,78.47,52.75,275.545,2624.307,80.0,122.741,227.005,29.453,17.451,43.523,2803.343,75.01,8.75,28,10.736,2.152,52778,0.11,0.26,10.0,71.35
Germany,2025,12,2025-12-01,82.0,4366.208,53282.03,506.575,6.8,72.12,51.34,49.899,2830.615,80.0,112.605,263.328,39.395,18.943,47.804,2790.839,75.5,8.32,28,10.42,2.076,52413,0.12,0.28,10.0,69.15
USA,2010,1,2010-01-01,301.0,15015.347,49885.98,5500.103,20.1,107.85,30.89,896.509,9003.505,11.21,68.181,92.384,20.259,8.339,666.439,70.214,-0.07,5.13,13,4.433,0.884,20921,0.17,0.08,8.13,28.14
USA,2010,2,2010-02-01,300.0,15004.782,50025.01,5500.058,20.17,104.56,30.63,1109.219,8249.622,12.04,74.586,99.325,18.341,8.238,604.067,60.663,-1.12,5.0,15,3.84,0.67,20750,0.16,0.08,8.01,30.02
USA,2010,3,2010-03-01,299.0,15000.61,50112.05,5500.354,20.21,106.13,29.91,846.132,7493.771,14.99,94.056,103.304,22.882,9.406,530.325,64.066,-0.39,4.71,15,4.343,0.95,20974,0.17,0.07,8.1,33.66
USA,2010,4,2010-04-01,299.0,15016.623,50212.94,5500.34,20.23,99.21,32.8,1061.848,6765.585,13.93,86.186,79.223,18.097,7.73,485.784,75.16,-0.31,5.16,14,4.146,0.829,20719,0.16,0.07,8.09,30.24
USA,2010,5,2010-05-01,300.0,15012.19,50044.46,5499.971,20.17,99.67,30.89,892.796,6751.453,12.32,82.601,62.73,14.654,6.997,493.053,39.184,0.46,5.21,13,4.028,0.852,20636,0.15,0.08,8.49,29.74
USA,2010,6,2010-06-01,300.0,14995.049,49972.56,5499.482,20.16,103.68,30.71,986.516,7500.005,10.25,83.657,51.143,9.82,6.636,560.381,41.583,-0.14,5.05,15,4.394,0.775,20700,0.17,0.06,8.3,35.45
USA,2010,7,2010-07-01,300.0,15011.842,50056.55,5500.241,20.17,105.06,29.65,1008.884,8255.914,11.5,95.553,54.963,18.73,7.993,608.371,36.248,0.21,4.99,15,4.198,0.972,20664,0.16,0.08,8.0,26.84
USA,2010,8,2010-08-01,299.0,15007.865,50118.35,5499.92,20.2,109.0,28.9,1008.313,9007.531,13.39,110.947,80.102,23.992,10.056,649.933,73.682,-0.32,5.12,15,3.456,0.887,21004,0.15,0.08,8.49,29.85
USA,2010,9,2010-09-01,300.0,14987.425,49925.17,5499.701,20.15,107.73,29.46,1087.895,8244.506,12.05,82.181,74.417,17.141,8.182,604.199,59.216,0.58,,14,4.316,0.901,20686,0.16,0.06,8.08,28.15
USA,2010,10,2010-10-01,299.0,15004.559,50133.71,5499.514,20.21,108.22,30.54,1004.771,7501.399,13.41,75.376,83.418,15.821,8.251,541.861,57.125,-0.27,5.17,14,4.172,0.72,20823,0.15,0.08,8.04,28.45
USA,2010,11,2010-11-01,301.0,14982.49,49846.13,5499.556,20.13,106.93,31.24,908.411,6744.217,10.53,47.171,64.59,14.609,5.816,503.513,64.589,-0.53,4.67,15,4.099,0.814,20759,0.16,0.07,7.72,30.05
USA,2010,12,2010-12-01,301.0,15002.155,49892.57,5499.65,20.12,107.24,31.41,1100.5,7504.233,11.56,50.833,86.302,12.548,7.258,553.379,56.972,-0.02,5.04,15,4.084,0.867,20924,0.16,0.06,7.74,32.96
USA,2011,1,2011-01-01,303.0,15377.278,50832.75,5362.336,19.5,102.85,30.66,999.483,9229.379,12.1,74.869,101.927,19.242,9.407,676.771,98.339,-0.34,5.02,16,4.574,0.929,23620,0.17,0.08,8.29,32.54
USA,2011,2,2011-02-01,302.0,15394.546,50910.21,5363.048,19.51,107.95,30.79,928.582,8461.31,15.94,101.402,135.31,20.775,11.351,592.448,118.37,0.01,5.11,14,5.118,1.124,23567,0.16,0.06,8.34,33.42
USA,2011,3,2011-03-01,302.0,15383.972,50987.16,5363.065,19.55,109.47,29.25,743.658,7696.0,17.17,109.852,121.883,21.935,10.957,530.693,135.291,-0.92,4.69,15,4.689,0.806,23334,0.16,0.07,8.18,32.48
USA,2011,4,2011-04-01,302.0,15356.317,50789.37,5361.948,19.51,99.69,30.45,1103.023,6919.99,17.33,109.786,99.206,17.271,10.0,476.689,126.553,-0.45,5.29,15,4.886,0.873,23212,0.16,0.06,7.83,27.57
USA,2011,5,2011-05-01,303.0,15392.972,50847.32,5362.505,19.49,103.71,30.1,960.67,6929.407,16.86,116.559,87.951,23.667,9.7,479.656,98.506,0.18,4.98,16,4.775,0.999,23572,0.16,0.06,8.06,30.1
USA,2011,6,2011-06-01,302.0,15383.906,50976.44,5362.778,19.55,105.72,30.71,1003.131,7693.88,14.52,121.025,74.836,16.509,9.275,548.176,107.633,0.46,5.47,17,5.046,0.988,23071,0.16,0.06,8.09,30.69
USA,2011,7,2011-07-01,302.0,15369.408,50828.24,5363.334,19.51,103.71,32.47,853.599,8463.755,15.53,131.387,76.557,21.167,10.812,596.77,114.109,-0.44,5.21,16,5.382,1.248,23125,0.16,0.07,8.32,32.54
USA,2011,8,2011-08-01,303.0,15367.499,50726.87,5362.098,19.47,102.68,32.88,982.414,9218.238,15.1,127.999,92.826,21.449,11.61,652.697,96.645,-0.14,5.38,16,4.745,0.957,23026,0.16,0.07,8.69,29.75
USA,2011,9,2011-09-01,302.0,15378.212,50865.28,5363.063,19.51,105.91,32.18,1043.299,8457.15,16.14,113.86,102.565,18.643,11.355,590.613,108.226,0.52,4.91,18,5.354,1.031,23386,0.16,0.07,8.45,31.78
USA,2011,10,2011-10-01,302.0,15371.055,50952.8,5362.087,19.55,101.79,31.08,852.911,7683.152,17.99,103.816,115.332,22.559,11.566,525.476,140.442,0.28,5.29,16,4.887,1.092,23553,0.15,0.09,8.22,35.49
USA,2011,11,2011-11-01,302.0,15368.496,50894.32,5361.082,19.53,99.32,32.77,930.022,6918.998,17.79,81.067,112.595,18.475,10.245,474.343,121.712,-0.44,4.82,15,4.864,0.867,23457,0.16,0.08,8.37,33.51
USA,2011,12,2011-12-01,302.0,15381.469,50920.34,5362.83,19.53,99.16,32.03,994.391,7688.709,13.92,62.519,106.558,19.669,9.002,551.963,87.635,0.16,5.23,16,4.857,0.875,23194,0.16,0.08,8.64,32.83
USA,2012,1,2012-01-01,304.0,15755.056,51784.0,5228.586,18.9,98.29,33.48,967.27,9451.454,20.45,129.734,176.795,30.943,16.114,626.51,194.749,0.13,5.33,17,5.862,1.086,26178,0.16,0.07,8.32,33.34
USA,2012,2,2012-02-01,305.0,15755.422,51708.14,5228.356,18.87,104.31,33.37,881.244,8672.015,19.29,126.349,167.993,30.666,13.961,582.947,165.669,-0.35,5.33,17,5.565,1.089,26345,0.15,0.08,8.27,34.17
USA,2012,3,2012-03-01,305.0,15750.791,51672.26,5228.525,18.87,100.9,32.34,938.735,7867.452,17.07,111.308,123.101,19.697,11.384,544.716,158.518,0.7,5.07,16,5.81,1.184,25934,0.15,0.08,8.52,
USA,2012,4,2012-04-01,303.0,15750.852,51952.11,5228.476,18.97,101.1,34.48,812.43,7091.075,21.2,137.914,125.373,27.339,12.566,466.144,182.492,-0.22,5.12,17,5.972,1.25,25981,0.15,0.08,8.48,33.11
USA,2012,5,2012-05-01,304.0,15755.119,51757.46,5229.24,18.9,100.43,31.45,1010.863,7094.064,18.72,133.272,99.055,19.515,11.0,480.363,168.721,0.13,4.88,16,5.53,1.121,25901,0.15,0.07,7.92,33.83
USA,2012,6,2012-06-01,304.0,15755.407,51788.64,5228.01,18.9,,31.77,950.181,7865.792,19.66,168.235,103.049,31.828,12.907,526.21,175.216,-0.83,5.14,16,6.097,1.227,26247,0.15,0.08,8.33,37.22
USA,2012,7,2012-07-01,304.0,15755.512,51747.02,5229.214,18.89,103.69,31.89,664.018,8668.458,20.48,177.767,103.798,30.609,14.701,573.653,183.017,-0.33,5.09,16,6.162,1.423,25881,0.15,0.09,8.58,33.17
USA,2012,8,2012-08-01,305.0,15750.132,51694.95,5228.114,18.88,100.86,33.58,824.65,9459.307,20.54,178.742,128.835,36.83,16.142,625.745,183.457,-0.15,5.18,16,5.84,1.131,26372,0.15,0.09,8.63,30.97
USA,2012,9,2012-09-01,304.0,15767.084,51855.03,5227.939,18.91,107.23,33.11,871.559,8680.624,20.34,147.215,132.633,27.135,14.67,576.212,175.88,0.09,5.39,16,5.855,1.22,26524,0.16,0.09,8.72,30.44
USA,2012,10,2012-10-01,304.0,15750.438,51735.34,5228.59,18.89,100.24,31.65,799.307,7872.373,19.94,117.674,130.703,31.506,13.039,525.368,174.485,-0.11,5.51,18,5.794,1.157,26199,0.15,0.09,9.08,32.6
USA,2012,11,2012-11-01,305.0,15753.52,51633.81,5228.333,18.85,96.5,34.06,941.617,7083.975,19.81,92.977,129.194,24.44,11.54,473.106,174.638,-0.79,5.37,17,5.98,1.18,26091,0.16,0.07,8.29,31.11
USA,2012,12,2012-12-01,305.0,15737.751,51678.6,5228.289,18.89,101.65,31.01,934.185,7871.572,18.38,83.99,145.371,25.261,12.183,536.504,159.041,0.23,5.35,17,6.267,1.245,25709,0.16,0.09,8.83,31.13
USA,2013,1,2013-01-01,306.0,16154.114,52810.13,5097.882,18.33,104.83,33.33,894.954,9684.148,24.68,159.019,219.356,37.067,19.753,608.019,262.607,-0.23,5.3,19,6.855,1.41,28944,0.15,0.1,8.72,37.35
USA,2013,2,2013-02-01,306.0,16164.221,52757.45,5097.781,18.3,101.64,35.68,942.312,8889.382,24.78,165.569,219.939,42.958,18.098,557.206,274.034,,,17,6.893,1.393,29372,0.15,0.11,8.82,35.22
USA,2013,3,2013-03-01,307.0,16147.946,52684.54,5097.414,18.29,100.84,34.5,813.935,8072.914,24.47,165.436,181.565,31.513,16.47,507.659,279.771,-1.06,5.4,18,6.624,1.242,29253,0.15,0.09,8.72,36.24
USA,2013,4,2013-04-01,307.0,16150.735,52661.4,5097.875,18.28,100.48,35.23,764.025,7269.303,23.48,157.022,141.984,29.737,14.1,463.016,271.519,-0.68,5.31,19,6.736,1.267,29314,0.15,0.09,8.17,37.32
USA,2013,5,2013-05-01,306.0,16152.311,52761.16,5097.988,18.32,103.42,32.03,1018.56,7272.504,25.22,184.153,138.059,23.6,15.211,452.468,275.698,0.04,4.87,16,6.565,1.497,29150,0.15,0.09,8.01,37.06
USA,2013,6,2013-06-01,306.0,16143.33,52693.95,5097.844,18.3,102.49,33.27,796.149,8073.583,24.43,213.298,131.141,25.536,16.519,508.843,265.304,-1.23,5.24,19,6.772,1.272,29129,0.15,0.1,8.68,35.26
USA,2013,7,2013-07-01,307.0,16148.887,52600.25,5096.643,18.26,103.13,35.74,937.669,8881.378,24.38,216.196,127.463,39.723,17.981,560.032,260.967,0.21,4.86,18,6.932,1.48,29274,0.15,0.06,7.77,36.7
USA,2013,8,2013-08-01,306.0,16157.408,52782.93,5098.086,18.32,102.42,33.56,1056.766,9692.85,23.78,211.393,153.975,31.701,19.244,615.748,267.091,0.67,5.37,18,6.433,1.3,29125,0.15,0.08,8.63,34.11
USA,2013,9,2013-09-01,306.0,16150.309,52778.14,5098.3,18.33,102.13,34.65,802.863,8881.222,21.73,161.571,144.812,29.612,16.119,579.843,233.691,0.3,5.53,20,6.776,1.393,29372,0.15,0.1,8.73,34.83
USA,2013,10,2013-10-01,306.0,16153.456,52792.02,5098.141,18.33,97.97,34.79,997.967,8081.028,23.84,144.53,161.042,33.612,15.859,512.38,260.273,0.28,4.96,18,6.983,1.338,29373,0.16,0.08,8.27,37.32
USA,2013,11,2013-11-01,307.0,16141.073,52616.06,5097.571,18.28,94.53,33.42,853.664,7257.3,24.65,119.636,163.461,29.566,14.886,455.717,264.341,-0.7,5.11,18,6.485,1.185,29208,0.15,0.1,8.74,37.68
USA,2013,12,2013-12-01,306.0,16168.085,52920.88,5097.664,18.35,,34.32,900.704,8084.824,23.18,109.415,187.055,25.483,15.609,517.753,246.8,0.31,5.54,17,6.626,1.226,28876,0.15,0.1,8.63,36.14
USA,2014,1,2014-01-01,308.0,16544.144,53662.43,4970.277,17.73,101.89,36.47,1054.547,9927.612,27.25,180.382,248.076,50.493,22.525,601.878,364.974,-0.53,5.47,19,7.915,1.693,32775,0.15,0.09,8.46,35.81
USA,2014,2,2014-02-01,308.0,16570.544,53857.14,4970.322,17.77,93.9,34.59,840.713,9109.3,30.67,209.636,279.839,53.657,23.311,526.552,392.933,-0.11,5.43,18,7.864,1.339,32802,0.17,0.11,9.06,39.02
USA,2014,3,2014-03-01,308.0,16550.028,53667.04,4970.485,17.73,96.46,35.05,774.947,8276.811,28.86,199.414,218.621,34.1,19.897,490.667,364.205,0.37,5.73,19,8.097,1.755,32972,0.15,0.08,8.65,40.7
USA,2014,4,2014-04-01,308.0,16556.666,53721.17,4970.894,17.74,94.31,36.51,1087.956,7449.352,29.44,200.745,182.507,41.438,18.211,438.857,391.547,-0.11,5.35,18,8.02,1.757,32876,0.15,0.08,8.22,38.62
USA,2014,5,2014-05-01,308.0,16549.64,53675.37,4970.698,17.73,90.07,36.81,767.736,7443.629,28.91,215.225,162.151,34.545,17.902,440.874,364.427,-0.56,5.6,17,8.169,1.5,32417,0.15,0.08,8.53,37.49
USA,2014,6,2014-06-01,309.0,16564.076,53625.57,4969.927,17.7,101.69,36.05,662.574,8278.298,27.48,246.489,151.471,40.839,19.023,499.144,358.45,0.1,,18,8.164,1.778,32923,0.15,0.1,8.39,39.76
USA,2014,7,2014-07-01,308.0,16553.671,53705.13,4969.212,17.73,96.64,36.0,859.499,9099.921,29.61,269.966,156.886,34.557,22.455,533.888,388.233,-0.01,,18,7.83,1.551,32645,0.14,0.09,8.79,41.23
USA,2014,8,2014-08-01,309.0,16562.981,53556.91,4970.635,17.68,98.77,36.57,896.646,9935.647,27.7,252.28,183.741,52.069,22.961,599.063,356.111,-0.27,4.98,18,8.208,1.404,32984,0.15,0.1,8.33,38.18
USA,2014,9,2014-09-01,309.0,16551.488,53590.32,4969.854,17.7,96.47,38.45,865.925,9100.547,28.04,212.776,190.98,48.275,21.337,545.349,368.506,0.24,5.77,18,8.315,1.625,32737,0.14,0.11,8.9,38.9
USA,2014,10,2014-10-01,309.0,16553.184,53600.5,4970.649,17.7,97.41,35.34,895.572,8276.561,29.02,180.349,199.827,44.02,20.011,488.896,376.539,-0.34,5.76,18,8.062,1.745,32322,0.15,0.11,8.74,39.1
USA,2014,11,2014-11-01,309.0,16554.354,53581.88,4971.474,17.7,95.64,35.06,845.392,7449.834,28.98,143.997,197.629,43.823,17.908,441.262,362.868,,5.52,18,8.08,1.667,32982,0.15,0.08,9.21,38.77
USA,2014,12,2014-12-01,309.0,16540.818,53510.43,4969.707,17.68,,36.29,806.753,8272.773,29.83,145.036,246.914,39.536,20.669,483.115,389.599,0.63,5.69,18,8.533,1.562,32791,0.14,0.1,8.85,41.79
USA,2015,1,2015-01-01,311.0,16966.474,54583.08,4846.508,17.15,96.01,38.42,728.699,10174.223,35.02,237.569,325.917,48.655,29.713,550.267,528.162,-0.5,5.49,16,9.347,1.819,36747,0.15,0.1,8.9,43.58
USA,2015,2,2015-02-01,311.0,16960.999,54513.42,4845.812,17.13,91.18,37.27,850.092,9331.349,34.14,238.984,317.662,61.654,26.593,510.706,530.796,-0.81,6.02,15,9.494,2.123,36583,0.16,0.1,8.7,44.17
USA,2015,3,2015-03-01,311.0,16968.506,54580.7,4846.328,17.15,93.12,39.15,754.797,8481.382,33.14,234.481,257.252,44.531,23.455,472.445,501.656,-0.01,6.0,16,9.401,1.862,36425,0.15,0.12,9.42,42.79
USA,2015,4,2015-04-01,310.0,16969.541,54666.39,4846.408,17.17,94.2,37.74,796.016,7635.621,33.88,237.259,215.036,42.378,21.517,420.086,513.306,-0.25,5.67,17,9.519,1.837,36752,0.14,0.11,8.92,42.22
USA,2015,5,2015-05-01,311.0,16981.176,54585.72,4846.701,17.14,90.81,36.13,839.026,7638.606,34.46,262.421,197.385,51.297,21.828,416.733,506.543,-0.98,5.72,17,9.7,1.91,36765,0.14,0.12,9.33,41.53
USA,2015,6,2015-06-01,311.0,16973.269,54608.06,4846.57,17.15,94.63,37.62,684.495,8487.537,33.8,310.803,191.198,59.102,23.871,467.991,504.49,-0.33,5.64,17,9.588,1.742,36535,0.14,0.1,8.78,41.65
USA,2015,7,2015-07-01,310.0,16967.199,54645.27,4846.188,17.17,96.52,,800.345,9326.079,35.57,331.905,193.722,55.434,27.533,500.637,535.141,0.08,5.71,18,9.849,1.783,36681,0.14,0.09,8.76,38.49
USA,2015,8,2015-08-01,310.0,16960.391,54629.48,4847.288,17.17,95.05,35.21,804.009,10173.686,35.17,326.893,239.506,68.027,29.887,549.473,525.927,0.1,5.67,18,9.326,1.853,36484,0.15,0.1,8.6,42.99
USA,2015,9,2015-09-01,310.0,16970.16,54748.8,4845.93,17.2,96.63,37.72,618.673,9329.791,34.44,267.644,240.421,52.977,26.717,510.306,494.539,0.66,5.59,17,9.665,1.835,36594,0.15,0.11,8.7,42.08
USA,2015,10,2015-10-01,311.0,16954.733,54595.35,4845.922,17.16,93.01,37.24,762.178,8484.014,34.31,218.31,243.284,50.447,24.297,464.1,520.106,0.32,5.92,16,9.536,1.952,36894,0.14,0.12,9.02,43.9
USA,2015,11,2015-11-01,310.0,16972.518,54696.43,4845.86,17.18,92.94,35.57,761.673,7631.788,33.97,172.814,237.657,51.974,21.594,419.462,509.089,0.54,5.77,17,9.497,2.065,37089,0.15,0.11,9.07,44.28
USA,2015,12,2015-12-01,311.0,16966.167,54583.4,4846.541,17.15,99.53,37.75,782.639,8479.467,33.01,162.837,280.73,35.69,23.341,472.731,495.888,1.36,5.4,17,9.49,1.857,36565,0.14,0.11,8.5,39.92
USA,2016,1,2016-01-01,313.0,17381.024,55547.77,4724.778,16.61,97.97,39.83,840.731,10436.542,39.16,272.398,374.488,59.235,34.011,529.003,674.73,5.37,5.6,19,11.506,2.375,41062,0.14,0.11,8.72,43.75
USA,2016,2,2016-02-01,313.0,17395.47,55629.63,4724.655,16.62,97.23,39.63,677.164,9572.601,40.03,287.705,382.503,50.546,31.949,478.787,655.507,6.21,5.72,15,11.354,2.345,41173,0.15,0.13,9.17,43.03
USA,2016,3,2016-03-01,313.0,17395.909,55614.97,4724.896,16.62,92.34,39.03,652.688,8700.614,40.12,290.607,318.929,47.232,28.968,433.621,695.258,5.55,,17,11.404,2.129,41242,0.14,0.12,9.23,40.34
USA,2016,4,2016-04-01,313.0,17403.239,55608.43,4724.875,16.61,88.29,38.05,679.652,7820.732,40.26,288.814,263.209,56.302,26.096,389.069,686.841,5.31,5.84,18,11.42,2.264,41030,0.14,0.13,9.19,43.12
USA,2016,5,2016-05-01,313.0,17395.629,55595.91,4725.419,16.61,87.49,38.79,834.607,7822.461,39.05,306.251,228.472,55.069,25.435,396.681,654.278,4.98,5.83,17,11.019,2.162,41015,0.14,0.13,9.38,42.21
USA,2016,6,2016-06-01,313.0,17393.822,55580.69,4724.626,16.61,94.07,37.88,627.953,8699.011,37.68,354.921,219.131,59.18,27.406,451.682,635.002,5.65,5.67,17,10.838,2.269,41394,0.14,0.11,8.78,42.93
USA,2016,7,2016-07-01,313.0,17398.471,55654.33,4725.136,16.63,95.12,39.85,484.583,9567.901,38.97,372.746,216.988,75.507,31.194,487.265,662.032,5.09,6.0,17,11.09,2.328,41203,0.14,0.12,8.89,46.91
USA,2016,8,2016-08-01,313.0,17378.534,55560.41,4725.469,16.62,,37.64,518.124,10421.182,40.56,386.79,282.074,83.688,35.245,515.651,692.517,5.0,5.81,18,11.187,2.275,41348,0.14,0.12,9.11,46.71
USA,2016,9,2016-09-01,312.0,17384.346,55682.63,4725.516,16.65,,40.08,706.207,9571.545,38.89,310.974,279.104,54.51,31.029,488.383,634.347,5.67,5.75,18,11.26,2.325,41079,0.15,0.12,9.04,45.51
USA,2016,10,2016-10-01,313.0,17397.667,55671.1,4724.453,16.63,94.14,37.56,687.945,8701.539,40.24,261.737,291.857,45.644,29.323,433.793,687.812,5.38,,18,11.405,2.219,41242,0.14,0.11,8.82,45.14
USA,2016,11,2016-11-01,313.0,17386.62,55483.57,4725.635,16.59,90.73,39.32,653.625,7826.477,38.9,203.157,279.191,45.1,25.447,398.543,651.631,5.41,5.76,17,11.04,2.159,41059,0.14,0.12,9.3,42.89
USA,2016,12,2016-12-01,313.0,17379.357,55590.14,4724.904,16.62,94.2,38.68,660.903,8685.702,39.98,202.788,348.045,57.003,28.913,434.551,670.365,5.43,5.81,18,11.076,2.259,41220,0.14,0.13,9.04,44.93
USA,2017,1,2017-01-01,316.0,17831.483,56504.16,4606.956,16.06,92.69,41.09,569.047,10706.77,44.74,319.146,438.881,62.163,40.035,493.419,844.597,11.32,6.23,18,13.119,2.472,46078,0.14,0.14,9.35,50.03
USA,2017,2,2017-02-01,315.0,17825.454,56525.19,4606.735,16.07,90.13,39.82,592.329,9795.295,45.77,336.355,447.957,57.215,37.44,442.727,855.263,11.14,6.0,19,13.356,2.897,46172,0.14,0.12,9.71,46.53
USA,2017,3,2017-03-01,315.0,17842.129,56682.42,4606.638,16.1,86.74,41.31,793.551,8925.218,44.15,328.224,361.26,68.886,32.884,415.307,851.501,11.26,5.82,19,13.49,2.815,46167,0.14,0.13,9.01,44.59
USA,2017,4,2017-04-01,315.0,17818.89,56499.55,4607.213,16.07,89.34,40.69,622.676,8015.859,43.41,317.882,289.882,66.109,28.779,378.375,819.809,10.87,5.61,20,13.293,2.523,45901,0.15,0.14,9.25,45.03
USA,2017,5,2017-05-01,316.0,17837.506,56470.06,4606.896,16.04,93.22,41.39,579.306,8027.526,44.88,360.465,270.125,74.546,29.847,368.791,852.462,11.46,6.2,18,13.553,2.794,46167,0.14,0.12,9.34,43.42
USA,2017,6,2017-06-01,315.0,17814.195,56624.06,4606.841,16.11,94.02,40.27,619.642,8907.022,44.87,433.112,265.677,78.812,33.413,408.776,845.454,11.06,5.87,19,13.245,2.501,45709,0.14,0.13,9.1,49.37
USA,2017,7,2017-07-01,314.0,17833.539,56775.36,4606.909,16.13,97.04,40.51,639.609,9820.464,46.18,453.855,264.317,81.25,37.786,441.302,865.389,10.87,6.2,21,13.086,2.579,46163,0.14,0.13,9.16,45.94
USA,2017,8,2017-08-01,315.0,17827.14,56551.19,4606.588,16.07,94.0,42.5,411.345,10691.722,44.95,439.934,320.612,90.814,39.995,490.835,848.12,11.02,5.71,18,13.159,2.727,46082,0.14,0.15,9.54,46.48
USA,2017,9,2017-09-01,315.0,17847.761,56670.87,4607.323,16.09,96.37,40.13,766.253,9823.292,45.5,372.096,335.522,71.69,37.188,446.463,866.883,11.62,5.68,20,13.201,2.826,45926,0.14,0.11,8.64,46.93
USA,2017,10,2017-10-01,315.0,17827.437,56580.28,4607.291,16.08,94.02,42.2,800.745,8917.741,46.22,308.922,343.439,55.343,34.279,399.773,870.126,11.27,5.53,20,13.488,2.811,46051,0.14,0.12,8.94,44.89
USA,2017,11,2017-11-01,316.0,17829.358,56491.69,4606.606,16.06,94.61,40.73,727.584,8021.313,45.61,244.226,336.044,62.336,30.505,364.063,874.128,11.31,5.55,18,13.053,2.511,45970,0.14,0.14,9.31,44.6
USA,2017,12,2017-12-01,315.0,17837.121,56646.27,4607.451,16.1,91.55,41.51,673.695,8913.914,45.54,236.05,406.117,56.772,34.019,404.347,857.241,10.3,6.11,22,13.177,2.58,46362,0.14,0.13,9.45,42.52
USA,2018,1,2018-01-01,317.0,18285.422,57709.79,4491.177,15.59,88.45,41.4,621.707,10972.227,51.19,374.337,514.603,96.279,46.939,446.044,1076.348,17.86,5.92,16,15.649,3.219,51800,0.13,0.14,9.24,44.47
USA,2018,2,2018-02-01,317.0,18293.542,57629.21,4491.606,15.56,86.26,43.49,756.558,10065.433,51.38,387.584,517.009,106.191,43.189,407.304,1073.923,17.41,5.87,19,15.643,3.147,51184,0.13,0.13,9.1,48.65
USA,2018,3,2018-03-01,318.0,18282.769,57504.76,4492.045,15.54,89.31,42.03,640.189,9150.631,52.85,402.356,442.419,83.174,40.416,358.824,1117.017,17.32,6.02,21,16.035,3.429,51422,0.14,0.14,9.67,49.05
USA,2018,4,2018-04-01,317.0,18269.554,57657.96,4491.571,15.59,90.16,41.56,444.267,8216.554,51.12,385.395,350.454,62.407,35.042,335.725,1073.529,16.87,5.94,19,15.692,3.17,51728,0.13,0.13,9.35,50.94
USA,2018,5,2018-05-01,316.0,18270.98,57730.2,4490.607,15.61,84.54,42.92,733.629,8219.575,51.41,423.178,317.214,66.159,35.242,332.626,1084.551,17.16,5.61,17,15.619,3.114,51193,0.13,0.16,9.34,50.04
USA,2018,6,2018-06-01,317.0,18275.183,57687.27,4490.83,15.59,85.54,40.22,609.819,9140.279,50.75,502.614,309.814,69.262,38.603,375.603,1089.976,16.94,5.74,19,15.689,3.267,51187,0.13,0.15,9.15,46.1
USA,2018,7,2018-07-01,316.0,18268.575,57727.63,4491.808,15.61,87.83,41.84,774.659,10048.075,51.81,520.522,303.881,103.244,43.207,402.903,1085.613,16.88,5.95,17,15.22,2.899,51763,0.15,0.14,9.29,51.31
USA,2018,8,2018-08-01,317.0,18257.022,57601.88,4491.965,15.59,90.55,43.21,612.612,10951.615,51.9,521.533,378.512,72.693,47.388,438.701,1082.071,16.56,6.26,17,15.633,3.263,51161,0.14,0.14,9.69,53.4
USA,2018,9,2018-09-01,317.0,18265.629,57597.25,4490.973,15.58,88.29,41.37,571.337,10045.232,49.66,414.95,374.873,93.801,41.531,421.326,1040.308,16.84,5.81,20,15.73,3.234,51677,0.14,0.14,9.37,45.27
USA,2018,10,2018-10-01,317.0,18268.395,57624.69,4492.399,15.59,88.87,41.51,613.957,9134.058,49.84,340.678,378.756,94.782,37.877,381.617,1039.867,16.87,5.79,18,15.684,3.279,51665,0.13,0.14,9.15,45.02
USA,2018,11,2018-11-01,317.0,18275.104,57605.31,4491.115,15.57,91.07,42.57,588.584,8226.154,50.98,279.834,384.078,73.12,34.989,335.963,1074.396,17.32,5.91,18,15.522,2.853,51587,0.14,0.13,9.59,49.12
USA,2018,12,2018-12-01,318.0,18270.369,57371.7,4492.069,15.52,88.6,42.77,605.179,9129.15,50.53,269.764,461.504,87.335,38.436,376.798,1046.595,17.37,6.13,18,15.774,3.255,51462,0.14,0.13,9.29,49.79
USA,2019,1,2019-01-01,320.0,18718.205,58506.15,4378.38,15.05,82.8,43.41,544.467,11236.234,57.38,429.925,590.854,102.637,53.671,398.668,1303.961,23.43,6.13,20,18.389,3.562,57967,0.13,0.15,9.44,52.22
USA,2019,2,2019-02-01,319.0,18721.489,58737.12,4380.001,15.12,87.32,44.75,425.593,10300.126,57.29,442.57,588.973,117.043,49.216,366.646,1322.007,23.92,6.16,22,18.673,3.605,57729,0.13,0.16,9.72,53.75
